order_id,product_id,produto,quantidade,preço tabelado,preço venda,diferença
10442,11,Queso Cabrales,30,21,16.8,4.2
10443,11,Queso Cabrales,6,21,16.8,4.2
10466,11,Queso Cabrales,10,21,16.8,4.2
10486,11,Queso Cabrales,5,21,16.8,4.2
10489,11,Queso Cabrales,15,21,16.8,4.2
10248,42,Singaporean Hokkien Fried Mee,10,14,9.8,4.19
10253,49,Maxilaku,40,20,16,4
10290,49,Maxilaku,15,20,16,4
10304,49,Maxilaku,30,20,16,4
10360,49,Maxilaku,35,20,16,4
10400,49,Maxilaku,30,20,16,4
10404,49,Maxilaku,30,20,16,4
10456,49,Maxilaku,21,20,16,4
10481,49,Maxilaku,24,20,16,4
10278,44,Gula Malacca,16,19.45,15.5,3.95
10284,44,Gula Malacca,21,19.45,15.5,3.95
10291,44,Gula Malacca,24,19.45,15.5,3.95
10351,44,Gula Malacca,77,19.45,15.5,3.95
10411,44,Gula Malacca,40,19.45,15.5,3.95
10452,44,Gula Malacca,100,19.45,15.5,3.95
10469,44,Gula Malacca,2,19.45,15.5,3.95
10491,44,Gula Malacca,15,19.45,15.5,3.95
10251,57,Ravioli Angelo,15,19.5,15.6,3.89
10260,57,Ravioli Angelo,50,19.5,15.6,3.89
10282,57,Ravioli Angelo,2,19.5,15.6,3.89
10326,57,Ravioli Angelo,16,19.5,15.6,3.89
10355,57,Ravioli Angelo,25,19.5,15.6,3.89
10368,57,Ravioli Angelo,25,19.5,15.6,3.89
10416,57,Ravioli Angelo,20,19.5,15.6,3.89
10438,57,Ravioli Angelo,15,19.5,15.6,3.89
10255,2,Chang,20,19,15.2,3.8
10255,36,Inlagd Sill,25,19,15.2,3.8
10258,2,Chang,50,19,15.2,3.8
10264,2,Chang,35,19,15.2,3.8
10270,36,Inlagd Sill,30,19,15.2,3.8
10298,2,Chang,40,19,15.2,3.8
10298,36,Inlagd Sill,40,19,15.2,3.8
10313,36,Inlagd Sill,12,19,15.2,3.8
10327,2,Chang,25,19,15.2,3.8
10335,2,Chang,7,19,15.2,3.8
10337,36,Inlagd Sill,20,19,15.2,3.8
10342,2,Chang,24,19,15.2,3.8
10342,36,Inlagd Sill,40,19,15.2,3.8
10358,36,Inlagd Sill,20,19,15.2,3.8
10371,36,Inlagd Sill,6,19,15.2,3.8
10393,2,Chang,25,19,15.2,3.8
10406,36,Inlagd Sill,5,19,15.2,3.8
10418,2,Chang,60,19,15.2,3.8
10435,2,Chang,10,19,15.2,3.8
10440,2,Chang,45,19,15.2,3.8
10469,2,Chang,40,19,15.2,3.8
10485,2,Chang,20,19,15.2,3.8
10267,40,Boston Crab Meat,50,18.4,14.7,3.69
10273,40,Boston Crab Meat,60,18.4,14.7,3.69
10285,40,Boston Crab Meat,40,18.4,14.7,3.69
10301,40,Boston Crab Meat,10,18.4,14.7,3.69
10303,40,Boston Crab Meat,40,18.4,14.7,3.69
10347,40,Boston Crab Meat,4,18.4,14.7,3.69
10406,40,Boston Crab Meat,2,18.4,14.7,3.69
10431,40,Boston Crab Meat,50,18.4,14.7,3.69
10448,40,Boston Crab Meat,20,18.4,14.7,3.69
10465,40,Boston Crab Meat,20,18.4,14.7,3.69
10474,40,Boston Crab Meat,21,18.4,14.7,3.69
10482,40,Boston Crab Meat,10,18.4,14.7,3.69
10484,40,Boston Crab Meat,10,18.4,14.7,3.69
10253,39,Chartreuse verte,42,18,14.4,3.6
10257,39,Chartreuse verte,6,18,14.4,3.6
10261,35,Steeleye Stout,20,18,14.4,3.6
10267,76,Lakkalikri,15,18,14.4,3.6
10273,76,Lakkalikri,33,18,14.4,3.6
10281,35,Steeleye Stout,4,18,14.4,3.6
10285,1,Chai,45,18,14.4,3.6
10286,35,Steeleye Stout,100,18,14.4,3.6
10294,1,Chai,18,18,14.4,3.6
10297,39,Chartreuse verte,60,18,14.4,3.6
10305,39,Chartreuse verte,30,18,14.4,3.6
10317,1,Chai,20,18,14.4,3.6
10318,76,Lakkalikri,6,18,14.4,3.6
10319,76,Lakkalikri,30,18,14.4,3.6
10321,35,Steeleye Stout,10,18,14.4,3.6
10323,39,Chartreuse verte,4,18,14.4,3.6
10324,35,Steeleye Stout,70,18,14.4,3.6
10343,76,Lakkalikri,15,18,14.4,3.6
10347,39,Chartreuse verte,50,18,14.4,3.6
10348,1,Chai,15,18,14.4,3.6
10354,1,Chai,12,18,14.4,3.6
10361,39,Chartreuse verte,54,18,14.4,3.6
10363,76,Lakkalikri,12,18,14.4,3.6
10370,1,Chai,15,18,14.4,3.6
10377,39,Chartreuse verte,20,18,14.4,3.6
10390,35,Steeleye Stout,40,18,14.4,3.6
10398,35,Steeleye Stout,30,18,14.4,3.6
10399,76,Lakkalikri,35,18,14.4,3.6
10400,35,Steeleye Stout,35,18,14.4,3.6
10406,1,Chai,10,18,14.4,3.6
10413,1,Chai,24,18,14.4,3.6
10413,76,Lakkalikri,14,18,14.4,3.6
10424,35,Steeleye Stout,60,18,14.4,3.6
10425,76,Lakkalikri,20,18,14.4,3.6
10434,76,Lakkalikri,18,18,14.4,3.6
10444,35,Steeleye Stout,8,18,14.4,3.6
10445,39,Chartreuse verte,6,18,14.4,3.6
10455,39,Chartreuse verte,20,18,14.4,3.6
10475,76,Lakkalikri,42,18,14.4,3.6
10477,1,Chai,15,18,14.4,3.6
10477,39,Chartreuse verte,20,18,14.4,3.6
10255,16,Pavlova,35,17.45,13.9,3.55
10263,16,Pavlova,60,17.45,13.9,3.55
10287,16,Pavlova,40,17.45,13.9,3.55
10296,16,Pavlova,30,17.45,13.9,3.55
10310,16,Pavlova,10,17.45,13.9,3.55
10324,16,Pavlova,21,17.45,13.9,3.55
10359,16,Pavlova,56,17.45,13.9,3.55
10403,16,Pavlova,21,17.45,13.9,3.55
10439,16,Pavlova,16,17.45,13.9,3.55
10440,16,Pavlova,49,17.45,13.9,3.55
10454,16,Pavlova,20,17.45,13.9,3.55
10469,16,Pavlova,35,17.45,13.9,3.55
10489,16,Pavlova,18,17.45,13.9,3.55
10300,66,Louisiana Hot Spiced Okra,30,17,13.6,3.39
10442,66,Louisiana Hot Spiced Okra,60,17,13.6,3.39
10475,66,Louisiana Hot Spiced Okra,60,17,13.6,3.39
10493,66,Louisiana Hot Spiced Okra,10,17,13.6,3.39
10350,50,Valkoinen suklaa,15,16.25,13,3.25
10383,50,Valkoinen suklaa,15,16.25,13,3.25
10429,50,Valkoinen suklaa,40,16.25,13,3.25
10465,50,Valkoinen suklaa,25,16.25,13,3.25
10283,15,Genen Shouyu,20,15.5,12.4,3.1
10323,15,Genen Shouyu,5,15.5,12.4,3.1
10260,70,Outback Lager,21,15,12,3
10265,70,Outback Lager,20,15,12,3
10278,73,Rd Kaviar,25,15,12,3
10299,70,Outback Lager,20,15,12,3
10308,70,Outback Lager,5,15,12,3
10315,70,Outback Lager,30,15,12,3
10380,70,Outback Lager,30,15,12,3
10389,70,Outback Lager,30,15,12,3
10420,70,Outback Lager,8,15,12,3
10420,73,Rd Kaviar,20,15,12,3
10453,70,Outback Lager,25,15,12,3
10476,70,Outback Lager,12,15,12,3
10485,70,Outback Lager,60,15,12,3
10488,73,Rd Kaviar,20,15,12,3
10284,67,Laughing Lumberjack Lager,5,14,11.2,2.8
10287,34,Sasquatch Ale,20,14,11.2,2.8
10309,42,Singaporean Hokkien Fried Mee,2,14,11.2,2.8
10311,42,Singaporean Hokkien Fried Mee,6,14,11.2,2.8
10315,34,Sasquatch Ale,14,14,11.2,2.8
10323,25,NuNuCa Nu-Nougat-Creme,4,14,11.2,2.8
10332,42,Singaporean Hokkien Fried Mee,10,14,11.2,2.8
10345,42,Singaporean Hokkien Fried Mee,9,14,11.2,2.8
10347,25,NuNuCa Nu-Nougat-Creme,10,14,11.2,2.8
10358,34,Sasquatch Ale,10,14,11.2,2.8
10362,25,NuNuCa Nu-Nougat-Creme,50,14,11.2,2.8
10367,34,Sasquatch Ale,36,14,11.2,2.8
10386,34,Sasquatch Ale,10,14,11.2,2.8
10393,25,NuNuCa Nu-Nougat-Creme,7,14,11.2,2.8
10404,42,Singaporean Hokkien Fried Mee,40,14,11.2,2.8
10438,34,Sasquatch Ale,20,14,11.2,2.8
10463,42,Singaporean Hokkien Fried Mee,50,14,11.2,2.8
10467,25,NuNuCa Nu-Nougat-Creme,12,14,11.2,2.8
10483,34,Sasquatch Ale,35,14,11.2,2.8
10492,25,NuNuCa Nu-Nougat-Creme,60,14,11.2,2.8
10492,42,Singaporean Hokkien Fried Mee,20,14,11.2,2.8
10314,58,Escargots de Bourgogne,30,13.25,10.6,2.64
10327,58,Escargots de Bourgogne,30,13.25,10.6,2.64
10373,58,Escargots de Bourgogne,80,13.25,10.6,2.64
10374,58,Escargots de Bourgogne,15,13.25,10.6,2.64
10256,77,Original Frankfurter grne Soe,12,13,10.4,2.6
10257,77,Original Frankfurter grne Soe,15,13,10.4,2.6
10290,77,Original Frankfurter grne Soe,10,13,10.4,2.6
10366,77,Original Frankfurter grne Soe,5,13,10.4,2.6
10367,77,Original Frankfurter grne Soe,7,13,10.4,2.6
10399,77,Original Frankfurter grne Soe,14,13,10.4,2.6
10417,77,Original Frankfurter grne Soe,35,13,10.4,2.6
10421,77,Original Frankfurter grne Soe,10,13,10.4,2.6
10451,77,Original Frankfurter grne Soe,55,13,10.4,2.6
10483,77,Original Frankfurter grne Soe,30,13,10.4,2.6
10491,77,Original Frankfurter grne Soe,7,13,10.4,2.6
10495,77,Original Frankfurter grne Soe,5,13,10.4,2.6
10497,77,Original Frankfurter grne Soe,25,13,10.4,2.6
10403,48,Chocolade,70,12.75,10.2,2.55
10453,48,Chocolade,15,12.75,10.2,2.55
10253,31,Gorgonzola Telino,20,12.5,10,2.5
10272,31,Gorgonzola Telino,40,12.5,10,2.5
10273,31,Gorgonzola Telino,15,12.5,10,2.5
10288,68,Scottish Longbreads,3,12.5,10,2.5
10300,68,Scottish Longbreads,20,12.5,10,2.5
10303,68,Scottish Longbreads,15,12.5,10,2.5
10307,68,Scottish Longbreads,3,12.5,10,2.5
10325,31,Gorgonzola Telino,4,12.5,10,2.5
